Company;Salary;HN;HCM;else;Engineer;Manager;Dev;Administrator;Tester;Designer;Support;Analyst;Scientist;.NET;JavaScript;ASP.NET;iOS;Android;DevOps;AWS;Angular;Tester;QA QC;SQL;ERP;C++;Embedded;Oracle;Agile;Database;PHP;Drupal;Python;ReactJS;UI-UX;Cloud;React Native;Java;Spring;System;Linux;OpenStack;OOP;NodeJS;Unity;C#;Games;Azure;Data Analyst;Ruby;TypeScript;J2EE;VueJS;Kotlin;MySQL;Laravel;Networking;NoSQL;MVC;Golang;Blockchain;Automation Test;Ruby on Rails;Objective C;Swift;CSS;HTML5;Bridge;Solidity;Scala;Scrum;PostgreSql;Cocos;Django;SAP;COBOL;Flutter;AngularJS;Dart;JQuery;Magento;SAS;JSON;System;Years of experience;Bachelor;Experience level;QUALIFICATIONS;URL
Công Ty Cổ Phần Công Nghệ Flyer;16;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;['flyer is the first high-quality virtual interactive english testing platform for kids. we’re thrilled to build a global citizen qualification for vietnamese kids.we are looking for a specialist tester to join and build the next-generation web and native applications for our world-class flyer - english testing platform.- coordinate software testing processes, including creating and maintaining user acceptance testing documents.- write or modify existing testing plans, ions of testing results to facilitate it resolution of identified issues.- follow all established processes and procedures.- consistently meet or exceed expectations regarding the quality and quantity of work established by the company.- consistently meet attendance standards established by the company- interact appropriately with peers and other co-workers. contribute to building a positive team spirit.- perform other duties and projects as assigned.'];https://jobsgo.vn/viec-lam/junior-tester-15437177518.html
Công ty cổ phần phương tiện điện thông minh Selex;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;['phát triển sản phẩm cho xe điện và hệ sinh thái tự động hóa, điều khiển tự động.', 'thiết kế hệ quản trị cơ sở dữ liệu quản lý thông tin khách hàng, thiết bị', 'thiết kế hệ thống xử lý dữ liệu iot sử dụng các công nghệ sql, no-sql, aws, azure, google cloud', 'phát triển hệ thống hiệu năng cao đáp ứng lượng truy cập lớn', 'thực hiện các nhiệm vụ khác khi được phân công', 'địa chỉ làm việc: số 56 ngõ 18 mạc thái tổ, cầu giấy, hà nội'];https://jobsgo.vn/viec-lam/thuc-tap-sinh-backend-java-15437734257.html
Công Ty TNHH Thương Mại Và Truyền Thông Vũ Long;25;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;['- thực hiện chuyển website từ html tĩnh sang website động bằng cms wordpress', '- lập trình plugin tính năng theo yêu cầu phát sinh', '- kết nối giữa cms wordpress và phần mềm thông qua rest api', '- triển khai các dự án, giải pháp thực tế cho khách hàng', '- phát triển các tính năng, chức năng hay ho, thực tế'];https://jobsgo.vn/viec-lam/nhan-vien-wordpress-developer-thu-nhap-upto-25-trieu-15424508311.html
JobsGO Recruit;14.5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;['– quản trị, vận hành hệ thống website của công ty, khắc phục khi có sự cố', '– quản lý domain, hosting, backup dữ liệu,…', '– thiết kế, xây dựng và phát triển website giới thiệu công ty, dịch vụ, website bán hàng,…', '– có thể code được website theo theme có sẵn hoặc code được theme mới mà không phụ thuộc nhiều vào plugin', '– phối hợp cùng seo trong việc phát triển website vệ tinh (pbn)', '– tối ưu tốc độ tải trang, thêm mới sửa đổi giao diện, module, tính năng web,… theo yêu cầu', '– code website sử dụng ngôn ngữ php-mysql, html/css/javascripts,…', '– hỗ trợ một số công việc cho seoer (sẽ được hướng dẫn cụ thể)', '– trao đổi cụ thể hơn khi phỏng vấn'];https://jobsgo.vn/viec-lam/nhan-vien-lap-trinh-web-wordpress-luong-tu-9-20-trieu-15421534510.html
JobsGO Recruit;14.5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;['– quản trị, vận hành hệ thống website của công ty, khắc phục khi có sự cố', '– quản lý domain, hosting, backup dữ liệu,…', '– thiết kế, xây dựng và phát triển website giới thiệu công ty, dịch vụ, website bán hàng,…', '– có thể code được website theo theme có sẵn hoặc code được theme mới mà không phụ thuộc nhiều vào plugin', '– phối hợp cùng seo trong việc phát triển website vệ tinh (pbn)', '– tối ưu tốc độ tải trang, thêm mới sửa đổi giao diện, module, tính năng web,… theo yêu cầu', '– code website sử dụng ngôn ngữ php-mysql, html/css/javascripts,…', '– hỗ trợ một số công việc cho seoer (sẽ được hướng dẫn cụ thể)', '– trao đổi cụ thể hơn khi phỏng vấn'];https://jobsgo.vn/viec-lam/nhan-vien-lap-trinh-web-wordpress-15419348291.html
Công Ty TNHH Giải Trí Horus;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;['mô tả công việc', '- lập trình game 3d trên nền tảng unity cho hệ điều hành android & ios.', '- hoàn thiện tính năng game theo design.', '- thực hiện cải thiện hiệu suất game để phù hợp với mobile.'];https://jobsgo.vn/viec-lam/lap-trinh-unity-3d-15417569442.html
CÔNG TY CỔ PHẦN SYNODUS;60;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;['chuẩn hóa lại quy trình làm việc của bộ phận chuyên môn.', 'hướng dẫn, đào tạo đội nhóm.', 'chịu trách nhiệm nghiên cứu và thiết kế giải pháp cho các sản phẩm', 'chịu trách nhiệm trong xây dựng, đề xuất các giải pháp để giúp sản phẩm, dự án được hoàn thành đúng thời gian', 'nghiên cứu công nghệ mới để áp dụng cho các dự án của công ty', 'tối ưu các service đảm bảo các yêu cầu về bảo mật, hiệu năng, và khả năng mở rộng', 'hỗ trợ presale ( r&d, estimate, pilot...) khi cần thiết', 'tham gia hỗ trợ các team dự án khác khi cần thiết', 'tham gia xây dựng khung dự án', 'review mã nguồn, thiết kế chi tiết, tài liệu kiến trúc dự án...', 'hỗ trợ tuyển dụng trong công ty.', 'chuẩn hóa lại quy trình làm việc của bộ phận chuyên môn.', 'hướng dẫn, đào tạo đội nhóm.', 'chịu trách nhiệm nghiên cứu và thiết kế giải pháp cho các sản phẩm', 'chịu trách nhiệm trong xây dựng, đề xuất các giải pháp để giúp sản phẩm, dự án được hoàn thành đúng thời gian', 'nghiên cứu công nghệ mới để áp dụng cho các dự án của công ty', 'tối ưu các service đảm bảo các yêu cầu về bảo mật, hiệu năng, và khả năng mở rộng', 'hỗ trợ presale ( r&d, estimate, pilot...) khi cần thiết', 'tham gia hỗ trợ các team dự án khác khi cần thiết', 'tham gia xây dựng khung dự án', 'review mã nguồn, thiết kế chi tiết, tài liệu kiến trúc dự án...', 'hỗ trợ tuyển dụng trong công ty.'];https://jobsgo.vn/viec-lam/nodejs-technical-leader-teamlead-senior-middle-15409557832.html
CÔNG TY CỔ PHẦN SYNODUS;40;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;['contribute to agile meetings (stand-up, planning, reviews, etc.) to understand user stories and acceptance criteria.', 'write and execute test scenarios to ensure acceptance criteria are met.', 'evaluate test results and accurately record defects.', 'responsible for the system integration test in product deployment phase of the development lifecycle, ensure product go-live with high quality.', 'produce clear and concise testing documentation.', 'strong communication and personal skills, ability to interact and work well with members of other functional groups in a project team.', 'research new technologies and new methods in testing domain, apply and promote them.', 'corporate with po, ba to clarify requirements and document specifications for the team.', 'decompose business requirements to produce test conditions, mapping the scenarios to test cases.', 'responsible for the maintenance of test packs specifically relating to test cases.', 'responsible for developing, executing, and maintaining test design, test scenarios, test cases', 'document and evaluate test results and defects, track and manage defects and work with development team and business to troubleshoot issues.', 'provide feedbacks on all test activity progress to the team/manager/leader.', 'provide support with running regression testing and production smoke tests.'];https://jobsgo.vn/viec-lam/tester-senior-15409612148.html
Công Ty Cổ Phần Công Nghệ Just-In-Time Solutions (Hà Nội);45;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"['• tham gia nghiên cứu, phát triển sản phẩm phần mềm trong lĩnh vực ngân hàng và tài chính: core banking; e-banking; e-wallet; data warehouse…', '• làm việc onsite dài hạn tại myanmar (khoảng 6 tháng đến 1 năm)• hỗ trợ khách hàng triển khai sản phẩm: tiếp nhận yêu cầu, kiểm tra lỗi, sửa lỗi dữ liệu, sửa lỗi phát sinh trong quá trình khách hàng vận hành và sử dụng sản phẩm;']";https://jobsgo.vn/viec-lam/developer-onsite-myanmar-up-to-2000-15402591805.html
Công Ty TNHH Giải Pháp Công Nghệ Gia Cát;17.5;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;['- tham gia xây dựng và phát triển ứng dụng erp sẵn có của công ty (oracle apex) bằng các ngôn ngữ js, pl/sql, html, css', '- tham gia trực tiếp vào dự án của công ty, hiểu và phân tích các yêu cầu cụ thể từ đội dự án.', '- nhận các đầu mục công việc theo sự phân công của trưởng nhóm, trưởng phòng.', '- kiểm tra chất lượng, logic các phần đã lập trình, hoặc được phân công.', '- đọc hiểu tài liệu kỹ thuật. viết tài liệu logic, đặc tả để bàn giao hoặc lưu trữ.', '- kết nối với các hệ thống bên ngoài thông qua api nếu có yêu cầu', '- ', 'tham gia xây dựng và phát triển ứng dụng erp sẵn có của công ty (oracle apex) bằng các ngôn ngữ js, pl/sql, html, css', '- ', 'tham gia trực tiếp vào dự án của công ty, hiểu và phân tích các yêu cầu cụ thể từ đội dự án.', '- ', 'nhận các đầu mục công việc theo sự phân công của trưởng nhóm, trưởng phòng.', '- ', 'kiểm tra chất lượng, logic các phần đã lập trình, hoặc được phân công.', '- ', 'đọc hiểu tài liệu kỹ thuật. viết tài liệu logic, đặc tả để bàn giao hoặc lưu trữ.', '- ', 'kết nối với các hệ thống bên ngoài thông qua api nếu có yêu cầu'];https://jobsgo.vn/viec-lam/tphcm-chuyen-vien-lap-trinh-he-thong-back-end-cho-phan-mem-erp-15389284385.html
Công ty TNHH Công nghệ F2;11.0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"['cùng giám đốc sản phẩm tham gia vào việc hình thành và tạo ra các sản phẩm web quản trị doanh nghiệp', 'tham gia phối hợp cùng với nhân sự thiết kế đồ họa để hiện thực hóa những bản mẫu', 'tham gia xây dựng các api của hệ thống phần mềm để tích hợp với các đơn vị bên ngoài hoặc các mục đích phát triển riêng.', 'tham gia fix bugs và hỗ trợ khách hàng;', 'tham gia phối hợp cùng với các đơn vị đối tác, khách hàng để tìm hiểu nhu cầu và phát triển thêm theo yêu cầu của khách hàng', 'được đào tạo sử dụng các công cụ của các hãng thứ 3 như: telerik, devexpress, synfusion để làm giao diện và báo cáo', 'tham gia nghiên cứu và trình bày các công nghệ mới;', 'tham gia khóa đào tạo chuyên sâu về lập trình web trên nền tảng .net, .net core']";https://jobsgo.vn/viec-lam/nhan-vien-ho-tro-trien-khai-lap-trinh-15380987616.html
Công Ty TNHH Giải Pháp Phần Mềm Sey;17.5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;['design, develop and oversee the implementation of a range of different software subsystems / web services', 'take the ownership of the project, monitor / track the progress of the prioritized topics, serve requests across other departments', 'monitor and measure changes to subsystems / services to identify problems and possible improvements', 'ensure well documented subsystem, services and api descriptions', 'ensure test and health monitoring is an intrinsic part of any design to ensure visibility of problems and aid in fast detection and diagnostics of issues', 'adept at working in a dynamic, fast paced, team environment with the ability to manage multiple time constrained projects.top 3 reasons to join us', 'upgrade your technical skills with experts.', 'flexible working time & place.', 'attractive salary and benefits.', 'job description'];https://jobsgo.vn/viec-lam/nhan-vien-net-developer-15369513361.html
Công Ty TNHH Phần Mềm Sao Sài Gòn - Chi nhánh Hà Nội;29.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;['tham dự các buổi daily meeting', 'lập trình (viết code) và review code', 'tham gia phát triển các sản phẩm của công ty.', 'tham gia phát triển các hệ thống quản trị học tập: lms, elearning tools.', 'tham gia trực tiếp vào việc phân tích, thiết kế hệ thống.'];https://jobsgo.vn/viec-lam/lap-trinh-vien-15343591050.html
Công Ty TNHH Paraline Việt Nam;25.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;['- tham gia phát triển các hệ thống web cho ngân hàng', '- tham gia phát triển các hệ thống quản lý cho ngân hàng trên nền tảng java', '- thực hiện lập trình các sản phẩm, dịch vụ theo yêu cầu.', '- nghiên cứu và cập nhật các kiến thức mới hỗ trợ cho công việc.', '- làm việc nhóm hoặc độc lập, giao tiếp với cấp trên và thành viên liên quan đến công việc'];https://jobsgo.vn/viec-lam/java-developer-du-an-ngan-hang-15331329213.html
Công ty TNHH Phần mềm Hoàn Cầu – Gsoft;20;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;['tìm hiểu, làm quen với nền tảng công nghệ, chuẩn code, sản phẩm phần mềm của công ty (chuyên về phần mềm quản lý tài sản cho ngân hàng, tập đoàn,...)', 'phát triển, hiện thực các yêu cầu đã tiếp nhận.', 'xây dựng, phát triển website bằng .net core / .net mvc', 'sử dụng microsoft sql server / oracle thiết kế cơ sở dữ liệu, viết query truy xuất dữ liệu phục vụ cho việc xây dựng api.', 'tham gia dự án với các kỹ năng:- csharp, .net- svn, git- restful apicó cơ hội trở thành lập trình viên fullstack nếu có khả năng xử lý cả về phần front-end và back-end.', 'có thể làm việc, triển khai, hỗ trợ trực tiếp khách hàng.', 'sẵn sàng tham gia các dự án onsite.'];https://jobsgo.vn/viec-lam/nhan-vien-lap-trinh-net-15321959703.html
